size,volume fraction
$\mu m$,-
0.5001501569240286,2.6504172186338266e-11
1.500450470772086,7.12108495612273e-10
2.500750784620143,3.280628538476984e-09
3.5010510984682006,8.95787038518748e-09
4.501351412316257,1.8945174978727202e-08
5.501651726164315,3.441980117081451e-08
6.501952040012373,5.653514516861975e-08
7.502252353860429,8.642058588753149e-08
8.502552667708487,1.2518265052922673e-07
9.502852981556543,1.7390380204187973e-07
10.503153295404601,2.3364476465090833e-07
11.50345360925266,3.0544251145096025e-07
12.503753923100717,3.903120812808219e-07
13.504054236948773,4.892469936306538e-07
14.50435455079683,6.03216361353293e-07
15.504654864644888,7.331711327593275e-07
16.504955178492946,8.800366109376992e-07
17.505255492341004,1.0447216624770152e-06
18.505555806189058,1.2281087549621605e-06
19.505856120037116,1.4310656176051433e-06
20.506156433885174,1.6544329477662103e-06
21.506456747733232,1.8990381642556937e-06
22.50675706158129,2.165681377573483e-06
23.507057375429348,2.4551503776860316e-06
24.507357689277406,2.7682077345556468e-06
25.50765800312546,3.105598909054543e-06
26.507958316973518,3.468050131935741e-06
27.508258630821576,3.856268197020407e-06
28.508558944669634,4.270940852440566e-06
29.50885925851769,4.7127405521997595e-06
30.509159572365746,5.182315410701635e-06
31.509459886213804,5.680305307034707e-06
32.50976020006186,6.207328273077644e-06
33.51006051390992,6.763975192413989e-06
34.51036082775798,7.350839796141618e-06
35.510661141606036,7.968471110606739e-06
36.510961455454094,8.617437914618918e-06
37.51126176930215,9.298245243069755e-06
38.5115620831502,1.0011441017389204e-05
39.51186239699826,1.0757483345957917e-05
40.51216271084632,1.1536904127660038e-05
41.51246302469438,1.23501107091214e-05
42.512763338542435,1.3197624718895812e-05
43.51306365239049,1.4079797782449506e-05
44.51336396623855,1.4997147981836946e-05
45.51366428008661,1.595008595809221e-05
46.513964593934666,1.6938900553306893e-05
47.514264907782724,1.7964096585929954e-05
48.514565221630775,1.902587835240955e-05
49.51486553547883,2.0124773368998933e-05
50.51516584932689,2.126090695967421e-05
51.51546616317495,2.2434831714971883e-05
52.51576647702301,2.3646879611667138e-05
53.516066790871065,2.4897066033917675e-05
54.51636710471912,2.618598177462104e-05
55.51666741856718,2.751353420912435e-05
56.51696773241524,2.888037356110373e-05
57.5172680462633,3.028669110342987e-05
58.517568360111355,3.173241795951952e-05
59.517868673959406,3.321820184401605e-05
60.518168987807464,3.4743667508611965e-05
61.51846930165552,3.630962627115024e-05
62.51876961550358,3.791632271121973e-05
63.51906992935164,3.95631701948714e-05
64.51937024319969,4.1251144776504873e-05
65.51967055704776,4.2979939277566346e-05
66.5199708708958,4.47497414837509e-05
67.52027118474388,4.656121628590728e-05
68.52057149859192,4.841342619322426e-05
69.52087181243999,5.030747268776508e-05
70.52117212628804,5.224366808182994e-05
71.52147244013611,5.422060162598763e-05
72.52177275398415,5.6239934521016935e-05
73.52207306783222,5.8301597700620134e-05
74.52237338168027,6.040423868195525e-05
75.52267369552831,6.254965545934002e-05
76.52297400937638,6.473742531412322e-05
77.52327432322443,6.696638583005312e-05
78.5235746370725,6.923845648627901e-05
79.52387495092054,7.155296713265717e-05
80.52417526476862,7.3908642467678e-05
81.52447557861666,7.630773977513046e-05
82.52477589246473,7.874952923691626e-05
83.52507620631278,8.123212381138955e-05
84.52537652016085,8.375846174509547e-05
85.52567683400889,8.632805588735097e-05
86.52597714785696,8.893766796303016e-05
87.526277461705,9.159135761315394e-05
88.52657777555308,9.428935242967213e-05
89.52687808940112,9.70272084737994e-05
90.5271784032492,9.980837211331933e-05
91.52747871709724,0.00010263443399703919
92.52777903094531,0.0001055015695569974
93.52807934479335,0.00010841036030470896
94.52837965864143,0.00011136502460025094
95.52867997248947,0.0001143633470202991
96.52898028633753,0.00011740080340006644
97.52928060018559,0.00012048501295385954
98.52958091403363,0.0001236172491409511
99.5298812278817,0.00012678950906190925
100.53018154172975,0.000130004638102179
101.53048185557782,0.0001332710524422191
102.53078216942586,0.00013658515854943917
103.53108248327393,0.0001399384046473906
104.53138279712198,0.00014334238020361425
105.53168311097005,0.0001468044940065658
106.5319834248181,0.000150313322351603
107.53228373866617,0.00015386192370291655
108.53258405251421,0.00015747402427623605
109.53288436636228,0.00016115653536351358
110.53318468021033,0.0001648861162423677
111.5334849940584,0.0001686572926462225
112.53378530790644,0.00017250958484475755
113.53408562175451,0.00017645320970191512
114.53438593560256,0.00018044969014815936
115.53468624945063,0.000184491616947795
116.53498656329867,0.00018862994741986446
117.53528687714673,0.0001928927778791983
118.53558719099479,0.00019723194078037854
119.53588750484283,0.00020162358962781465
120.5361878186909,0.00020609939365812694
121.53648813253895,0.00021074665382501178
122.53678844638702,0.00021554069968176664
123.53708876023506,0.00022039876112953357
124.53738907408314,0.00022532099592865044
125.53768938793118,0.00023039671408449144
126.53798970177925,0.00023571045139631394
127.5382900156273,0.00024118109866551194
128.53859032947537,0.0002467330627939052
129.5388906433234,0.00025236685982677165
130.53919095717146,0.00025814770529726847
131.53949127101953,0.00026422335322598373
132.5397915848676,0.0002705410703796448
133.54009189871564,0.00027696228985058186
134.5403922125637,0.0002834879607218687
135.54069252641176,0.00029011903459246076
136.54099284025983,0.00029692163243645364
137.54129315410788,0.00030402958849016235
138.54159346795592,0.00031138871897277385
139.541893781804,0.0003188745947442074
140.54219409565206,0.000326488557754398
141.5424944095001,0.0003342319560726382
142.54279472334815,0.0003421061438875784
143.54309503719622,0.0003501214039225731
144.5433953510443,0.000358334735933422
145.54369566489234,0.0003667422447210157
146.54399597874038,0.0003752914858782116
147.54429629258846,0.0003839839565398296
148.54459660643653,0.00039282116098107457
149.54489692028454,0.0004018046106175375
150.54519723413262,0.0004109358240051968
151.5454975479807,0.0004202163268404151
152.54579786182873,0.0004296476519599418
153.54609817567678,0.0004390384117757416
154.54639848952485,0.0004483536837681957
155.54669880337292,0.0004577824366455718
156.54699911722096,0.0004673504949906763
157.547299431069,0.0004770590874921544
158.54759974491708,0.0004869094470921444
159.54790005876515,0.0004969028109862772
160.5482003726132,0.0005070404206236767
161.54850068646124,0.0005173235217069601
162.5488010003093,0.0005277533641922377
163.54910131415738,0.0005383312022891124
164.54940162800543,0.0005490582944606802
165.54970194185347,0.000559860428219141
166.55000225570154,0.0005702102679049573
167.55030256954961,0.0005801545798427136
168.55060288339766,0.0005902089345831398
169.5509031972457,0.0006003738206172369
170.55120351109377,0.0006106497244362215
171.55150382494182,0.0006210371305315223
172.55180413878986,0.0006315365213947838
